20.713,11.639,5.385,9.219
17.211,15.111,16.401,17.912
14.613,14.021,18.357,21.854
13.532,13.861,19.502,11.749
16.974,8.762,13.378,17.593
9.735,11.994,13.762,8.530
8.633,13.724,9.610,10.323
11.570,15.374,12.365,22.768
8.435,8.682,13.235,10.438
7.259,9.660,12.257,24.606
13.906,12.121,13.530,16.277
15.665,18.142,19.509,3.645
18.820,9.630,17.843,15.386
8.776,16.174,15.543,9.495
11.456,6.952,15.300,9.191
14.785,14.752,12.276,8.819
11.750,11.208,6.005,17.219
14.339,10.061,10.438,12.135
8.944,11.573,14.189,14.509
8.915,15.733,6.992,17.089
12.699,9.358,8.893,11.192
12.811,11.704,9.611,4.408
13.532,15.042,7.809,12.953
9.832,14.203,6.843,14.263
16.727,14.447,9.373,16.628
18.328,16.531,19.908,14.573
15.622,19.375,6.991,9.940
13.710,12.860,14.982,14.696
14.387,14.690,12.418,12.530
11.731,13.977,11.550,12.187
9.581,13.989,6.074,16.613
15.444,16.587,9.217,14.411
13.194,14.978,15.916,19.753
13.721,15.496,15.097,11.959
4.898,14.611,8.868,4.648
13.221,8.533,18.292,18.553
20.585,9.496,15.784,16.521
6.793,12.492,10.704,13.750
6.496,5.502,13.502,19.292
12.989,18.914,14.021,16.598
12.628,10.448,7.580,16.316
21.213,11.309,13.143,7.151
11.377,12.416,14.232,3.168
10.385,14.471,12.114,11.409
12.743,14.810,8.972,14.106
11.502,10.522,7.144,8.489
6.613,11.393,13.488,11.286
6.641,9.841,11.016,8.337
11.995,12.559,15.163,11.041
18.759,13.846,5.805,17.081
6.138,10.193,6.148,15.697
13.330,6.271,18.943,11.166
3.083,13.193,9.437,12.416
17.680,13.492,17.682,15.882
18.546,14.618,6.744,7.410
8.667,15.464,10.339,9.182
9.885,17.097,13.488,18.049
15.523,13.116,15.212,-0.604
18.937,12.714,17.869,9.983
12.775,8.608,5.725,20.507
19.400,18.744,18.892,8.051
7.841,16.168,16.953,8.552
15.405,12.765,10.423,13.357
16.970,10.643,14.392,14.967
10.487,19.053,6.518,12.816
3.807,14.857,17.034,13.504
17.120,15.841,7.844,23.992
3.549,8.966,11.385,15.600
16.761,16.325,9.194,22.108
14.995,11.986,12.243,14.068
9.568,9.433,6.322,10.290
20.647,9.020,17.515,20.031
12.331,14.030,10.824,2.081
11.999,11.515,9.893,5.851
11.212,11.972,9.946,8.586
14.233,16.077,17.081,13.359
7.046,11.690,9.862,10.557
4.957,9.728,8.510,11.135
15.408,14.440,13.902,5.047
18.499,9.649,13.411,15.455
9.547,12.976,12.626,13.096
12.663,13.775,15.556,17.532
13.098,11.619,16.013,6.444
12.204,10.744,9.543,5.722
16.545,10.193,14.928,13.176
16.949,11.349,12.711,2.600
10.234,14.702,15.146,20.006
13.978,15.339,18.764,11.286
17.835,8.688,8.797,18.428
9.429,10.769,16.969,11.551
11.991,14.959,10.489,6.831
8.264,10.686,11.798,18.670
21.663,7.485,8.821,11.133
15.823,14.862,16.021,18.900
16.599,9.192,6.126,9.155
21.067,15.922,9.950,4.540
14.175,10.178,12.625,16.911
10.976,5.689,14.652,13.317
12.701,7.495,6.044,11.243
15.086,12.194,14.941,19.809
14.732,8.853,18.725,5.730
14.472,7.828,13.099,5.211
12.255,9.067,14.517,12.094
9.950,13.753,13.916,6.141
6.964,15.000,16.461,18.973
14.541,12.192,12.218,12.524
5.918,16.908,8.859,13.537
10.312,13.233,15.528,0.350
13.015,13.962,11.289,9.404
11.415,9.964,19.334,14.157
3.579,9.299,5.446,7.517
8.916,10.345,14.141,13.246
14.435,14.926,9.622,14.032
8.416,10.783,9.803,11.077
17.657,13.887,9.715,15.416
11.506,15.105,12.568,16.961
10.481,13.039,11.091,26.493
13.747,8.477,15.561,17.346
7.409,15.885,8.223,13.586
15.208,17.000,11.545,19.856
13.282,2.403,14.864,15.259
7.584,10.649,16.500,13.075
20.643,11.454,12.235,7.511
13.769,15.860,12.733,9.586
14.442,18.151,15.542,13.801
7.633,11.968,13.254,8.381
15.876,15.644,13.259,5.451
12.618,10.845,7.658,18.023
14.507,19.177,12.769,17.196
15.329,15.050,16.108,13.863
2.511,15.046,20.008,12.861
13.575,13.940,17.019,12.989
14.565,14.404,6.013,14.351
11.746,11.256,14.600,13.370
9.395,10.576,12.522,15.702
22.822,12.904,8.293,13.496
11.354,14.497,9.947,12.801
16.393,8.492,17.318,9.984
12.116,11.412,15.080,15.699
12.075,8.547,15.566,10.336
15.911,11.294,14.505,21.958
17.030,10.088,7.610,5.524
14.977,8.154,14.102,9.458
8.262,16.908,10.258,1.978
15.546,11.022,12.101,15.791
13.491,17.970,11.652,9.366
7.422,12.753,19.209,11.031
9.000,9.667,12.626,12.586
13.462,15.002,13.844,10.138
10.470,15.451,9.159,1.064
20.280,13.650,9.604,9.716
11.448,10.354,10.635,13.210
14.272,11.492,13.150,8.676
10.940,7.020,16.787,2.730
6.019,17.863,11.805,11.737
23.815,12.765,12.024,21.249
5.285,15.914,20.749,10.085
10.802,7.828,12.594,11.207
13.861,13.378,12.874,9.696
9.242,7.931,13.278,15.737
3.715,18.139,15.578,18.893
15.119,12.992,10.249,5.171
9.095,9.624,7.989,2.832
16.584,14.691,17.214,16.388
7.634,7.418,12.246,17.143
11.652,13.020,8.253,11.928
10.050,8.780,12.967,5.214
11.640,11.659,16.394,17.220
8.237,7.543,14.103,16.182
15.537,10.768,15.795,14.566
9.277,11.159,7.310,19.911
6.251,15.535,13.033,10.820
13.060,17.226,10.337,14.392
17.171,9.528,10.654,14.999
8.645,5.679,8.767,14.177
13.740,9.136,12.162,15.589
11.861,11.178,5.461,11.156
12.709,16.905,17.042,2.200
9.940,14.435,8.665,3.589
5.676,11.543,12.497,11.361
16.077,13.000,15.406,19.823
13.195,11.598,15.190,5.794
10.445,16.653,16.406,14.243
13.481,9.880,9.893,19.674
15.968,13.502,16.698,6.039
12.403,8.067,15.983,5.966
15.896,19.951,6.603,18.706
6.142,9.961,13.109,8.573
14.422,12.899,16.396,15.784
15.710,14.689,9.393,4.153
12.977,13.580,15.059,14.264
11.662,13.271,12.639,16.458
5.962,9.600,14.162,16.081
10.992,13.853,13.621,9.104
16.548,14.395,15.566,9.283
13.820,15.471,12.667,7.163
9.547,16.578,15.691,12.719
10.594,10.556,6.539,5.761
10.467,7.995,12.779,19.416
18.105,7.969,11.877,7.436
12.868,14.979,18.536,4.968
22.352,18.485,12.897,11.056
17.859,19.098,13.860,6.387
12.767,10.357,14.488,2.272
14.932,13.444,12.659,19.542
14.537,10.151,11.673,23.278
17.450,9.558,14.300,2.777
7.398,14.257,10.860,12.807
12.282,11.371,17.199,22.016
14.963,16.539,15.184,13.198
13.271,10.195,18.343,10.089
11.404,17.409,16.175,9.663
21.461,10.279,14.178,16.165
11.585,13.986,19.092,20.618
21.828,14.729,13.015,1.803
6.837,12.182,7.869,10.716
13.771,14.269,17.601,19.837
4.773,13.217,10.409,5.162
8.854,16.407,8.761,7.573
19.922,14.827,12.182,5.835
21.568,11.347,10.632,12.844
12.150,11.290,6.466,1.469
8.551,8.003,11.637,17.337
18.330,7.504,18.237,17.767
14.843,9.037,20.063,11.337
10.811,13.135,10.847,13.218
11.997,14.615,9.290,9.915
8.245,15.413,11.066,8.751
12.845,8.468,6.110,13.569
9.120,10.114,15.015,8.694
7.128,17.921,5.873,1.610
17.593,7.334,15.040,5.317
15.013,13.744,11.212,13.881
9.788,12.374,11.784,7.058
12.509,13.384,12.089,11.935
14.469,14.208,15.012,13.165
7.886,9.885,8.759,15.471
13.408,10.637,9.809,10.690
10.791,11.812,7.842,19.698
7.260,10.939,17.109,21.443
17.519,8.850,7.711,14.515
14.173,9.841,16.222,8.885
13.749,16.416,13.012,13.432
18.232,8.506,11.258,13.374
10.875,7.518,10.763,4.469
13.728,8.509,9.570,6.286
16.982,14.298,15.020,4.166
12.337,14.148,12.938,4.424
10.882,8.293,10.852,3.149
13.226,12.845,16.930,19.818
18.902,12.063,9.098,6.382
9.630,5.863,8.598,16.577
12.205,11.745,9.497,9.748
21.993,9.017,14.686,16.557
15.333,9.919,8.454,15.725
19.354,12.879,6.543,21.878
19.562,5.305,12.075,12.102
3.675,10.577,12.574,4.525
22.917,10.522,13.179,7.708
11.709,11.779,18.918,3.281
12.023,15.185,9.201,8.110
5.767,13.268,11.845,4.255
13.581,18.395,9.213,10.448
17.768,11.959,10.333,11.459
13.473,11.256,20.208,22.562
9.628,14.503,12.988,17.352
4.137,13.389,12.175,13.108
8.495,12.016,9.312,10.104
12.750,6.354,17.479,8.895
14.899,12.327,8.803,18.887
19.890,12.249,14.154,9.025
7.379,9.405,8.493,9.707
21.148,9.460,15.185,17.762
11.924,13.702,14.359,17.236
11.592,9.708,17.226,6.760
7.614,11.451,15.354,7.853
13.660,15.773,11.716,16.676
16.923,13.510,11.528,11.230
16.877,11.800,16.059,20.756
6.622,12.568,13.611,24.009
16.373,7.115,3.902,18.222
14.624,13.637,12.410,10.016
16.976,17.320,17.480,17.881
3.808,10.039,13.754,16.276
10.819,13.687,8.367,5.263
7.538,9.435,3.118,12.526
8.763,15.135,18.634,16.207
11.086,12.390,11.364,15.090
5.544,13.342,5.681,5.678
5.617,13.070,9.506,6.824
13.510,9.477,12.498,3.561
6.903,10.791,18.548,9.052
9.604,9.897,15.174,16.100
9.855,16.536,6.267,20.992
19.820,13.493,18.993,16.984
6.251,10.775,18.371,4.609
13.510,15.240,15.742,21.799
6.954,12.544,12.938,17.860
11.093,12.135,17.852,24.877
9.967,11.215,16.830,12.644
12.336,16.866,10.526,12.664
14.382,12.843,9.465,14.119
16.273,11.218,14.618,16.217
10.739,13.584,13.032,4.221
13.806,13.615,9.282,10.113
6.215,8.238,15.759,2.330
15.082,14.288,14.451,18.188
4.435,14.512,13.773,13.220
16.378,13.540,9.112,5.465
12.426,12.151,9.154,14.141
17.086,17.088,11.649,7.344
19.444,17.984,14.948,10.978
14.996,15.234,10.371,15.254
14.656,17.425,10.930,6.765
19.568,13.882,9.943,9.519
14.563,11.931,10.506,11.225
2.875,15.213,16.208,15.295
9.785,13.398,11.226,15.958
14.607,11.970,12.003,10.087
8.851,14.068,13.147,15.027
10.775,18.044,9.153,16.479
6.001,14.027,7.977,13.998
20.251,13.913,11.746,16.780
5.469,16.184,7.537,21.115
10.680,9.188,11.776,9.595
7.445,11.212,10.718,15.483
11.534,10.616,13.137,7.080
16.177,8.384,12.587,10.188
15.317,7.799,8.341,16.462
18.797,15.258,14.637,14.020
7.270,17.905,10.169,13.362
11.412,17.143,10.267,12.480
14.046,11.295,14.823,10.297
9.845,14.491,9.548,20.752
10.118,11.548,15.269,22.559
10.916,11.436,5.590,15.332
10.996,10.452,19.001,13.061
16.468,13.492,15.389,14.457
17.386,19.291,8.764,21.041
14.707,10.161,16.002,16.773
7.655,6.904,11.935,16.537
18.420,9.819,11.874,22.264
12.981,11.344,14.351,7.210
18.595,16.378,15.600,20.012
16.641,13.231,11.564,1.969
14.782,18.703,5.833,18.170
10.252,13.582,12.575,17.173
14.968,9.632,16.259,23.133
6.577,17.095,10.450,18.979
13.737,13.787,12.285,8.455
16.968,14.915,8.401,18.460
20.243,15.142,15.968,7.095
14.427,7.774,11.886,16.263
15.547,8.985,7.277,13.787
9.246,15.007,16.962,11.109
20.304,15.365,16.767,8.971
14.272,15.188,12.599,12.051
12.191,14.008,13.062,5.495
5.190,14.552,15.446,16.774
8.735,11.773,14.742,15.655
14.402,11.504,9.852,9.174
8.258,10.298,15.946,17.815
12.820,12.570,9.109,4.931
12.187,16.675,10.413,9.406
8.481,13.870,19.161,0.317
8.475,16.964,15.304,13.881
6.316,9.011,4.221,3.756
14.802,19.225,8.653,11.261
13.296,16.607,10.785,7.376
12.887,14.522,15.310,8.647
19.420,10.329,14.981,6.750
6.203,14.292,17.027,17.055
6.637,9.791,14.781,13.944
14.845,9.740,9.692,20.773
12.375,11.670,15.633,13.303
4.597,11.434,11.241,9.168
6.317,12.920,12.819,24.430
16.049,16.131,14.072,12.122
21.021,12.189,4.859,15.557
7.081,11.942,8.806,11.706
10.679,16.703,12.597,17.516
14.063,12.617,12.189,14.232
13.895,8.315,15.438,4.644
8.723,12.349,5.614,17.938
10.546,10.986,12.203,17.446
10.824,7.822,13.010,18.454
14.826,10.784,9.701,11.235
9.257,8.499,13.618,1.854
14.498,14.768,14.168,13.411
10.120,11.507,9.258,23.366
12.712,17.081,10.881,18.686
9.093,9.434,20.084,5.484
8.509,5.302,17.911,14.237
7.142,9.047,14.848,10.370
9.270,19.140,10.160,8.494
14.946,17.993,8.081,15.108
5.471,11.853,9.017,13.479
14.949,13.238,13.149,13.061
15.574,8.275,18.929,13.787
12.154,10.472,13.289,11.699
16.043,10.814,10.134,12.502
11.521,17.400,9.957,13.749
14.618,10.366,13.266,11.933
16.493,15.999,9.818,17.504
12.643,12.683,16.568,17.098
8.381,14.688,16.629,5.643
10.636,12.544,15.108,8.905
14.289,16.612,20.980,4.454
9.789,9.463,16.387,10.331
19.262,14.163,11.147,1.552
11.520,13.994,17.879,7.058
13.878,15.517,10.630,10.891
11.122,13.217,18.437,12.602
19.757,3.893,11.152,13.982
18.645,8.580,11.498,18.087
15.503,8.323,12.563,10.259
8.750,13.678,8.939,6.133
14.301,16.936,10.502,12.419
16.354,15.607,6.654,12.959
13.141,10.420,17.809,20.643
10.711,15.946,8.265,3.637
18.608,18.768,13.650,10.379
12.689,5.426,13.138,7.092
9.300,9.965,13.355,11.175
15.178,13.657,12.799,14.604
9.363,14.666,8.568,16.028
19.633,19.428,14.240,9.715
18.851,11.910,5.726,8.440
16.209,14.636,17.458,5.726
15.954,12.662,11.602,5.506
17.860,6.333,12.620,19.144
13.156,12.006,6.811,9.603
15.220,13.119,19.652,16.178
17.226,12.401,16.120,14.954
15.530,11.193,11.669,19.155
17.334,9.985,10.032,16.751
20.018,14.143,12.460,9.829
5.548,13.859,14.287,12.401
8.990,18.233,10.717,15.038
11.841,9.020,12.932,12.291
14.180,18.810,15.499,6.907
11.975,17.009,20.025,14.182
16.300,14.829,18.092,6.859
19.248,9.431,15.450,5.218
12.435,17.130,8.554,15.085
14.222,8.412,9.164,7.681
17.935,16.729,13.172,22.211
11.046,17.334,10.878,24.452
11.031,11.043,9.550,16.041
5.147,10.336,14.070,14.293
4.862,13.899,13.808,10.836
6.267,11.497,13.849,10.088
19.577,8.953,9.504,8.525
10.376,7.552,13.353,13.821
14.097,14.162,16.623,16.123
10.611,10.939,15.624,10.595
9.366,11.338,7.631,13.325
18.317,19.090,12.770,9.105
22.434,15.834,16.194,6.608
15.141,10.336,10.640,17.298
12.882,9.800,14.646,14.516
14.167,6.791,14.994,12.799
10.832,15.196,13.902,7.565
19.104,10.206,7.530,17.202
10.761,12.936,15.263,4.989
15.255,10.799,9.297,3.247
6.863,20.139,10.296,13.034
10.657,14.906,16.304,9.719
12.489,14.069,16.188,0.521
13.861,14.228,12.190,15.883
18.301,10.410,13.954,14.043
12.535,13.421,14.486,15.127
12.757,14.764,12.844,22.501
18.544,10.723,10.024,23.291
18.485,18.350,8.993,14.696
15.286,12.339,15.918,20.357
17.700,16.307,10.827,17.134
7.579,10.500,13.036,17.502
12.582,12.957,15.081,16.412
10.597,16.344,20.659,13.443
15.060,10.124,4.555,9.877
15.817,5.073,11.495,18.238
9.105,9.439,10.781,14.383
8.548,12.832,12.760,15.687
21.865,9.597,10.592,6.299
7.449,6.929,11.831,21.880
7.063,10.555,11.649,5.671
9.856,14.665,11.862,11.656
10.194,16.456,7.705,19.457
10.974,9.267,15.913,11.934
11.560,10.325,9.779,3.802
13.460,16.099,12.034,13.042
12.059,13.038,5.351,6.493
9.884,16.273,11.765,17.334
17.421,12.743,11.363,15.909
17.116,7.075,12.009,8.670
12.345,14.805,2.948,9.873
4.934,13.934,9.425,8.334
15.789,11.840,18.086,13.762
18.969,13.705,12.092,1.335
7.555,18.549,13.442,10.204
20.483,10.966,19.609,19.074
2.849,12.185,10.799,10.529
8.471,11.717,8.057,17.225
15.556,15.859,10.091,8.134
2.024,10.834,16.221,10.808
14.493,12.457,14.355,12.860
11.980,12.109,7.764,17.313
13.874,10.056,12.478,10.213
17.491,11.889,17.519,22.283
13.999,7.894,14.420,16.012
3.271,15.499,12.977,17.231
22.836,14.810,21.292,17.728
15.929,13.726,8.559,11.527
8.958,15.809,8.141,12.592
14.087,9.409,12.226,10.302
10.959,18.403,17.893,8.658
22.185,5.717,18.124,11.879
12.779,16.572,15.730,8.068
15.243,7.686,9.606,13.261
17.644,13.262,5.453,5.408
5.437,13.690,8.442,9.781
15.194,8.381,11.310,15.584
17.536,10.606,12.097,4.261
11.071,5.411,10.575,14.198
5.808,18.434,10.545,13.593
12.486,16.847,7.762,11.047
6.356,11.468,15.768,14.803
16.308,11.777,11.046,10.751
12.860,11.416,14.284,14.173
9.759,19.712,9.279,4.936
11.524,16.673,11.656,11.622
11.668,13.440,20.318,9.281
6.573,15.896,11.997,18.290
10.293,14.404,13.393,2.372
14.693,15.868,19.804,4.228
17.124,8.103,8.298,5.631
14.728,9.086,17.185,13.425
2.941,15.019,14.600,9.043
15.417,8.481,12.623,20.115
12.668,8.056,19.470,14.572
22.383,10.011,10.162,14.862
20.379,9.683,7.618,9.930
16.856,11.339,14.767,8.135
10.484,11.948,11.949,12.433
11.533,11.391,14.889,5.319
9.853,17.167,19.079,8.375
4.555,11.059,9.794,12.094
10.040,16.007,8.082,8.087
16.849,14.004,17.075,6.206
8.876,13.146,12.495,11.864
21.890,9.489,11.578,17.792
20.195,13.719,11.243,7.097
11.451,10.725,16.798,5.883
13.586,11.219,8.430,20.913
11.173,11.368,15.066,11.773
20.213,15.516,17.084,5.601
14.453,11.296,8.215,15.222
16.992,15.671,6.371,11.071
11.594,9.468,13.423,15.396
15.321,15.070,10.786,13.181
13.821,10.038,8.546,22.416
7.720,18.233,12.288,4.306
17.938,9.679,15.431,15.178
10.454,7.309,15.152,13.314
13.740,11.662,17.961,13.246
13.486,8.980,10.530,22.176
9.332,6.987,8.114,19.609
15.798,9.688,14.300,11.174
12.402,13.186,13.874,11.547
5.031,10.152,10.103,14.505
10.764,13.550,10.440,14.834
8.935,15.138,13.091,15.283
15.305,12.958,11.972,8.486
13.563,17.987,9.273,14.022
8.574,15.964,9.779,5.191
15.440,9.157,12.601,17.058
10.889,9.480,15.250,20.842
15.675,12.397,9.533,5.129
10.106,14.389,10.107,15.879
12.721,18.849,12.127,7.801
4.612,16.390,10.849,16.347
11.556,15.019,17.483,9.297
14.248,16.048,20.339,4.223
8.114,12.713,16.043,16.382
15.436,16.986,17.799,10.986
13.745,13.195,15.116,10.044
9.237,9.721,8.873,15.579
6.901,13.161,9.461,3.934
10.822,12.660,12.127,9.513
14.015,15.912,10.352,12.859
9.512,17.275,15.807,21.076
10.325,11.986,17.900,7.174
7.585,12.112,11.123,15.028
20.777,18.745,11.081,3.660
14.533,18.642,13.846,20.112
14.824,8.736,4.216,12.704
14.357,12.504,14.586,13.444
21.140,14.667,14.878,12.368
14.333,11.052,14.344,3.756
18.924,14.697,16.566,8.424
22.994,12.111,7.281,19.852
10.166,16.039,12.445,8.825
6.998,8.891,16.112,14.681
7.771,12.214,7.304,14.730
8.967,14.707,11.033,14.249
16.362,14.520,8.091,19.614
14.518,14.347,10.151,14.471
12.869,7.361,13.341,12.985
13.843,11.117,13.219,20.528
17.148,20.073,11.696,15.389
19.050,11.539,9.074,2.189
23.032,12.753,19.575,10.575
20.692,16.604,14.349,12.361
7.239,7.217,11.691,19.810
20.141,14.293,16.042,6.306
5.446,15.084,10.755,17.949
18.160,12.531,17.139,15.878
18.609,12.399,12.863,11.359
6.097,15.216,8.731,17.568
9.378,15.347,14.262,5.594
13.819,13.336,18.319,8.082
4.698,20.212,6.459,11.871
16.310,14.056,15.790,12.415
11.354,8.042,4.923,12.062
8.324,11.118,14.100,15.288
16.310,16.341,12.137,10.394
9.625,13.220,13.350,17.450
13.493,14.276,11.577,14.908
16.295,13.291,6.354,11.956
2.505,13.254,13.325,11.625
13.548,11.927,13.857,8.581
18.349,12.917,19.147,10.352
7.826,5.852,11.075,18.060
15.420,10.828,17.036,20.227
15.695,9.462,14.754,15.718
11.984,4.481,17.378,11.770
4.197,8.686,6.220,13.246
10.850,6.952,8.935,7.723
8.558,11.858,14.328,15.567
15.546,9.279,15.022,17.368
14.094,16.015,11.931,13.468
13.346,13.405,9.835,7.647
8.100,15.255,14.534,15.101
9.411,14.793,8.340,16.130
11.153,13.664,15.458,2.815
12.668,8.869,19.956,9.383
14.000,12.641,18.567,7.181
15.475,12.657,12.593,7.331
13.254,18.400,13.175,10.068
14.992,13.196,11.636,11.302
18.703,17.724,7.629,22.782
13.391,12.260,9.379,13.938
16.666,16.270,13.646,7.818
13.822,17.258,7.923,6.165
17.450,13.417,10.345,3.538
11.687,9.712,13.113,12.864
14.947,15.534,12.965,11.324
19.536,16.911,15.442,8.696
10.897,17.433,5.037,14.344
9.375,12.994,12.987,11.645
15.874,16.267,5.009,10.710
21.949,9.574,7.078,12.909
15.608,11.030,15.011,6.398
8.227,8.581,15.224,8.258
13.919,15.607,8.840,22.527
9.037,10.836,13.483,4.956
14.644,16.458,6.566,11.206
14.310,11.315,15.509,16.250
10.073,10.168,11.298,13.682
10.341,15.394,11.746,19.329
15.703,13.339,15.437,10.534
10.035,12.284,15.257,16.226
11.655,9.239,16.707,14.533
13.306,10.342,12.001,21.830
13.230,15.207,9.577,22.988
16.521,15.239,14.428,6.982
12.841,12.670,9.033,17.448
20.530,16.631,11.806,10.577
11.555,11.718,8.702,11.123
16.932,8.471,12.558,17.829
18.853,12.077,11.773,9.995
16.581,11.758,10.131,24.588
13.621,12.070,12.157,19.152
14.728,11.679,15.217,9.702
11.146,12.877,12.041,18.242
11.052,19.952,8.868,6.366
7.610,9.835,11.039,14.075
8.427,12.712,11.789,11.177
5.621,14.670,15.414,1.047
14.640,15.503,20.416,10.050
14.162,14.426,7.512,8.690
8.641,4.390,12.267,17.022
16.834,11.051,7.762,13.846
17.599,8.789,15.181,5.547
12.832,5.883,21.892,7.628
18.540,11.324,8.329,15.819
13.882,14.339,15.134,13.458
10.816,14.059,12.034,20.572
16.417,13.469,10.424,17.141
8.938,13.194,7.826,12.853
16.192,13.015,14.028,20.757
8.734,11.411,8.887,15.215
16.716,12.340,15.943,11.238
12.703,9.919,10.400,15.478
13.490,13.787,14.461,2.999
12.268,13.332,10.081,18.116
16.140,17.289,16.748,12.428
10.549,10.589,17.108,17.648
12.549,7.393,15.839,12.057
13.041,15.167,12.693,13.310
13.478,6.418,12.055,16.368
11.347,10.075,17.454,13.862
14.347,15.725,11.314,6.228
6.807,14.468,5.436,9.803
12.302,15.992,11.043,8.874
7.570,13.118,6.942,17.586
16.524,8.745,4.021,10.690
14.531,8.662,9.225,8.761
15.737,11.955,6.425,11.758
10.076,10.976,18.831,10.654
9.283,9.633,12.598,5.502
11.956,14.397,8.135,18.666
5.489,5.122,11.921,15.961
9.850,10.056,8.014,10.612
8.314,9.517,5.905,13.960
